Id	Name	Formula	EC
R04037	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase	C02741 + C00001 <=> C04896	3.5.4.19
R04038	2-Isopentenyl-diphosphate:AMP delta2-isopentenyltransferase	C00235 + C00020 <=> C00013 + C04713	2.5.1.27
R04039	[xanthine-dehydrogenase]:glutathione-disulfide S-oxidoreductase	C03544 + C00127 <=> C02756 + 2 C00051	1.8.4.7
R08583	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase (dTDP-3-oxo-4,6-dideoxy-D-glucose-forming)	C04268 + C00019 + C00030 <=> C11909 + C00014 + C00073 + C05198 + C00028	4.3.1.30
R08584	chlorophyll-a magnesium-lyase (pheophytin-a-forming)	C05306 + 2 C00080 <=> C05797 + C00305	
R08585		C05306 <=> C05307	
R07657	1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)	C03203 + C00007 <=> C16149	1.13.11.38
R08587	futalosine ribohydrolase	C16999 + C00001 <=> C17010 + C00262	3.2.2.26
R06098		G10504 + C00001 <=> C00267 + C00124	3.2.1.23        3.2.1.108
R06099		G00092 + C00001 <=> G10238 + C00124	3.2.1.23
R06090		G10615 + G10511 <=> G10620 + G00079	2.4.1.69
R06091		G01275 + C00001 <=> C00124 + C00031	3.2.1.22
R06092		G00289 + C00001 <=> 2 C00221	3.2.1.21
R06093		G10488 + C00001 <=> C00137 + C00124	3.2.1.22
R06094		G00497 + C00001 <=> G11121 + C00124	3.2.1.22
R06095		G10615 + G00055 <=> G10620 + G00056	2.4.1.152
R06096		G00501 + C00001 <=> C00124 + G01275	3.2.1.22
R06097		G10609 + G00068 <=> G10619 + G00069	2.4.1.-
R00809	UDP-alpha-D-galactose:sucrose 6F-alpha-D-galactosyltransferase	C00052 + C00089 <=> C00015 + C03848	2.4.1.167
R00808	Sucrose:(acceptor) 3-oxidoreductase	C00089 + C00028 <=> C05731 + C00030	1.1.99.13
R00805	sucrose-6F-phosphate phosphohydrolase	C02591 + C00001 <=> C00089 + C00009	3.1.3.24
R00804	Sugar-phosphate phosphohydrolase	C00934 + C00001 <=> C11477 + C00009	3.1.3.23
R00807	Sucrose:(acceptor) 3-oxidoreductase	C00089 + C00016 <=> C05731 + C01352	1.1.99.13
R00806	UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase	C00029 + C00095 <=> C00015 + C00089	2.4.1.13
R00801	sucrose glucohydrolase	C00089 + C00001 <=> C00095 + C00031	3.2.1.10        3.2.1.20        3.2.1.48
R00800	nitrite oxidase	2 C00088 + C00007 <=> 2 C00244	
R00803	sucrose:phosphate alpha-D-glucosyltransferase	C00089 + C00009 <=> C00095 + C00103	2.4.1.7
R00802	sucrose alpha-glucohydrolase	C00089 + C00001 <=> C02336 + C00267	3.2.1.20        3.2.1.26        3.2.1.48
R00748	ethanolamine-phosphate phosphate-lyase (deaminating; acetaldehyde-forming)	C00346 + C00001 <=> C00084 + C00014 + C00009	4.2.3.2
R00749	ethanolamine ammonia-lyase (acetaldehyde-forming)	C00189 <=> C00084 + C00014	4.3.1.7
R09918	(-)-solanapyrone-A lyase (decyclizing)	C19934 <=> C20201	5.5.1.20
R01454	Cholesterol:oxygen oxidoreductase (side-chain-cleaving)	C00187 + C00007 + 2 C00080 + 2 C00662 <=> C05500 + C00001 + 2 C00667	1.14.15.6
R08834		C17756 + C08538 <=> C17757 + C00001	
R08835		C03758 + C08538 <=> C08557 + C00001	
R08836	3,4-dihydroxy-L-phenylalanine:oxygen 4,5-oxidoreductase (decyclizing)	C00355 + C00007 <=> C17758	1.13.11.-
R08837		C17758 <=> C08538 + C00001	
R08830	UDP-glucose:betanidin 6-O-beta-D-glucosyltransferase	C08539 + C00029 <=> C08544 + C00015	2.4.1.-
R08831		C05587 + C08538 <=> C17754 + C00001	
R05819	(3Z)-phycoerythrobilin:ferredoxin oxidoreductase	C11630 + C00138 <=> C05912 + C00139	1.3.7.3
R05818	15,16-dihydrobiliverdin:ferredoxin oxidoreductase	C00500 + C00138 <=> C11630 + C00139	1.3.7.2
R02269	5,6-Dihydrouracil amidohydrolase	C00429 + C00001 <=> C02642	3.5.2.2
R02268	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-thromboxane-A2-isomerase	C00427 <=> C02198	5.3.99.5
R08832	dopamine:oxygen oxidoreductase	2 C03758 + C00007 <=> 2 C17755 + 2 C00001	1.10.3.-
R02263	L-Rhamnulose-1-phosphate lactaldehyde-lyase	C01131 <=> C00111 + C00424	4.1.2.19
R02262	L-Fuculose-1-phosphate lactaldehyde-lyase	C01099 <=> C00111 + C00424	4.1.2.17
R02261	2-dehydro-3-deoxy-L-rhamnonate (S)-lactaldehyde lyase (pyruvate-forming)	C03979 <=> C00424 + C00022	4.1.2.53
R02260	(S)-lactaldehyde:NADP+ oxidoreductase	C00424 + C00006 <=> C00546 + C00005 + C00080	1.1.1.283       1.2.1.49
R02267	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate 6-isomerase	C00427 <=> C01312	5.3.99.4
R02266	(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13- dienoate D-isomerase	C00427 <=> C00696	5.3.99.2
R02265	(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13- dienoate E-isomerase	C00427 <=> C00584	5.3.99.3
R02264		C00427 + C00030 <=> C00639 + C00028	
R09914	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, beta-seco-amyrin-forming)	C01054 <=> C20193	5.4.99.54
R09915	(3S)-2,3-epoxy-2,3-dihydrosqualene mutase (cyclizing, delta-amyrin-forming)	C01054 <=> C20194	5.4.99.55
R01514	ATP:(R)-glycerate 3-phosphotransferase	C00002 + C00258 <=> C00008 + C00197	2.7.1.31
R01043	Glycerol-2-phosphate phosphohydrolase	C02979 + C00001 <=> C00116 + C00009	3.1.3.19
R01516	2,3-bisphospho-D-glycerate 2-phosphohydrolase	C01159 + C00001 <=> C00197 + C00009	3.1.3.13
R01041	glycerol:NADP+ oxidoreductase	C00116 + C00006 <=> C00577 + C00005 + C00080	1.1.1.2         1.1.1.21        1.1.1.72        1.1.1.372
R01047	glycerol hydro-lyase (3-hydroxypropanal-forming)	C00116 <=> C00969 + C00001	4.2.1.30
R01044	diphosphate:glycerol 1-phosphotransferase	C00013 + C00116 <=> C00009 + C00623	2.7.1.79
R01045	Glycerol:(acceptor) 1-oxidoreductase;	C00116 + C00028 <=> C00184 + C00030	1.1.99.22
R01048	Glycerol hydro-lyase	C00116 <=> C05999 + C00001	4.2.1.30
R01049	ATP:D-ribose-5-phosphate diphosphotransferase	C00002 + C00117 <=> C00020 + C00119	2.7.6.1
R01518	D-phosphoglycerate 2,3-phosphomutase	C00631 <=> C00197	5.4.2.11        5.4.2.12
R01519	D-Glucono-1,5-lactone lactonohydrolase	C00198 + C00001 <=> C00257	3.1.1.17
R05604	D-arabinitol:NAD 4-oxidoreductase	C01904 + C00003 <=> C00310 + C00004 + C00080	1.1.1.11
R05605	2-dehydro-3-deoxy-6-phospho-D-gluconate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)	C04442 <=> C00118 + C00022	4.1.2.14        4.1.2.55
R05606	D-mannonate hydro-lyase	C00514 <=> C00204 + C00001	4.2.1.8
R05607	D-sorbitol-6-phosphate:NAD 2-oxidoreductase	C01096 + C00003 <=> C05345 + C00004 + C00080	1.1.1.140
R05600		C09811 + C00001 <=> C09812	4.2.1.-
R05601		C06723 + C00001 <=> C06714	4.2.1.-
R05602		C06749 + C00001 <=> C09824	4.2.1.-
R05603		C02734 + C00011 + C00001 <=> C00156 + C00009	6.4.1.-
R02003	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase	C00341 + C00129 <=> C00013 + C00448	2.5.1.10
R05608	galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)	C00879 <=> C00679 + C00001	4.2.1.42
R05609		C06322 <=> C09809	
R08620	2-(2'-methylthio)ethylmalate hydroxymutase	C17210 <=> C17212	5.4.4.-
R04638		C04895 + C00001 <=> C05925 + C00013	3.6.1.-
R04639	2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase	C04895 + C00001 <=> C06148	3.5.4.16
R04632		C00128 + C04884 <=> C00055 + C06134	2.4.99.8
R04633	D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D- galactosyl-D-glucosylceramide galactohydrolase	C04911 + C00001 <=> C04884 + C00124	3.2.1.23
R04630	CMP-N-acetylneuraminate:lactosylceramide alpha-2,3-N-acetylneuraminyltransferase	C00128 + C06135 <=> C00055 + C04884	2.4.99.9
R04631	UDPgalactose:N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosyl-N-acylsphingosine beta-1,3-D-galactosyltransferase	C00052 + C04884 <=> C00015 + C04911	2.4.1.62
R04636	UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoprotein (N-acetyl-D-glucosamine to -D-galactose of beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R) beta-1,3-N-acetyl-D-glucosaminyltransferase	C00043 + C04902 <=> C00015 + C04930	2.4.1.146
R04634		C04884 + C00001 <=> C06135 + C00270	3.2.1.18
R04635	CMP-N-acetylneuraminate:(alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3)-N-acetyl-D-galactosaminide alpha-2,6-N-acetylneuraminyltransferase	C00128 + C04885 <=> C00055 + C04926	2.4.99.7
R10819	L-rhamnopyranose 1-epimerase	C02476 <=> C02338	5.1.3.32
R10818	D-tagatose 3-epimerase	C00795 <=> C00764	5.1.3.31
R10813	nucleoside-triphosphate:nucleoside-triphosphate nucleotidyltransferase (DNA-directed)	n C00201 <=> C20864(n) + (n-1) C00013	2.7.7.6
R10812	S-adenosyl-L-methionine:5'-(N7-methyl 5'-triphosphoguanosine)-(2'-O-methyl-purine-ribonucleotide)-ribonucleotide-[mRNA] 2'-O-methyltransferase	C00019 + C04802 <=> C00021 + C20862	2.1.1.296
R10811	1,4-beta-D-mannooligosaccharide:phosphate alpha-D-mannosyltransferase	C17207(n) + (n-2) C00009 <=> C20861 + (n-2) C00636	2.4.1.319
R10810	beta-1,4-mannobiose 2-epimerase	C20861 <=> C20236	5.1.3.11
R10817	D-psicose 3-epimerase	C06468 <=> C00095	5.1.3.30        5.1.3.31
R10816	5'-triphospho-[mRNA] diphosphatase	C20864 + C00001 <=> C20863 + C00013	3.6.1.-
R10815	5'-(N7-methylguanosine 5'-triphospho)-[mRNA] N7-methylguanosine-5'-diphosphate phosphohydrolase	C02339 + C00001 <=> C20183 + C20863	3.6.1.62
R10814	5'-triphospho-[mRNA] phosphohydrolase	C20864 + C00001 <=> C02100 + C00009	3.6.1.-
R06159		G10545 <=> G10495 + G00275	3.2.1.2
R06158		G10545 + C00001 <=> G10495 + C00267	3.2.1.33
R00395	Acyl-CoA:glycine N-acyltransferase	C00040 + C00037 <=> C00010 + C02055	2.3.1.13
R00394	carboxylic acid:CoA ligase (GDP-forming)	C00044 + C00060 + C00010 <=> C00035 + C00009 + C00040	6.2.1.10
R00645	ascorbate:acceptor oxidoreductase	2 C00072 + C00028 <=> 2 C01041 + C00030	1.14.-.-
R00644	L-ascorbate:hydrogen-peroxide oxidoreductase	C00072 + C00027 <=> C05422 + 2 C00001	1.11.1.11
R00391	Acyl-CoA:acetyl-CoA C-acyltransferase	C00040 + C00024 <=> C00010 + C00264	2.3.1.16
R00390	Long-chain carboxylate:CoA ligase (AMP-forming)	C00002 + C00347 + C00010 <=> C00020 + C00013 + C00040	6.2.1.3
R00393	Acyl-CoA:acetate CoA-transferase	C00040 + C00033 <=> C02403 + C00024	2.8.3.8
R00392	acyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	C00040 + C04253 <=> C00605 + C04570	1.3.8.7         1.3.8.8
R00399	2-amino-4-ketopentanoate thiolase;	C00133 + C00024 <=> C03341 + C00010	2.3.1.-
R00398	2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)	C03210 + C00003 + C00001 <=> C00041 + C00022 + C00004 + C00080	1.5.1.17
R00649	S-Adenosyl-L-methionine:L-methionine S-methyltransferase	C00019 + C00073 <=> C00021 + C03172	2.1.1.12
R00648	L-Methionine:oxygen oxidoreductase (deaminating)	C00073 + C00001 + C00007 <=> C01180 + C00014 + C00027	1.4.3.2
R04557	(5Z)-(15S)-11alpha-hydroxy-9,15-dioxoprostanoate:NADP+ delta13-oxidoreductase	C04671 + C00006 <=> C04707 + C00005 + C00080	1.3.1.48
R04556	(5Z)-(15S)-11alpha-hydroxy-9,15-dioxoprostanoate:NAD+ delta13-oxidoreductase	C04671 + C00003 <=> C04707 + C00004 + C00080	1.3.1.48
R04555	ATP:[hydroxymethylglutaryl-CoA reductase (NADPH)] phosphotransferase	C00002 + C04632 <=> C00008 + C04768	2.7.11.31
R04553	GDP-L-fucose:beta-D-galactosyl-N-acetyl-D-glucosaminyl-R 4-fucosyltransferase	C00325 + C04656 <=> C00035 + C04850	2.4.1.65
R04552	(13E)-(15S)-11alpha,15-dihydroxy-9-oxoprost-13-enoate:NADP+ 15-oxidoreductase	C04741 + C00006 <=> C04654 + C00005 + C00080	1.1.1.197
R04550	(3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase	C06022 + C04688 <=> C04652 + C00229	2.3.1.191
R04559	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase	C04823 <=> C00122 + C04677	4.3.2.2
R04558		C04916 + C00064 <=> C04666 + C04677 + C00025	2.4.2.-         4.1.3.-
R06775		C12473 + C12483 <=> C12032	
R06151		G10541 + C00001 <=> C00159 + G10542	3.2.1.77
R06777		C12477 + C12468 + C00002 <=> C20637 + C00020 + C00013	
R06776		C12469 + C12458 <=> C12471	
R06771	S-adenosyl-L-methionine:demethyldecarbamoylnovobiocin 4''-O-methyltransferase	C12475 + C00019 <=> C12476 + C00021	2.1.1.285
R06770	dTDP-beta-L-noviose:novobiocic acid 7-O-noviosyltransferase	C12474 + C12481 <=> C12475 + C00363	2.4.1.302
R06773		C12471 + C12481 <=> C12472 + C00363	
R06150		G10540 + C00001 <=> C00159 + G10542	3.2.1.77        3.2.1.137
R06779		C00253 + C16933 <=> C10126 + C00011	
R06153		G10616 + G00037 <=> G10621 + G00047	2.4.99.6
R00029	thiosulfate:ferricytochrome-c oxidoreductase	2 C00320 + 2 C00125 <=> C02084 + 2 C00126	1.8.2.2
R00028	maltose glucohydrolase	C00208 + C00001 <=> 2 C00267	3.2.1.20
R09518	methane,quinol:oxygen oxidoreductase	C01438 + C15603 + C00007 <=> C00132 + C15602 + C00001	1.14.18.3
R09519	ammonia monooxygenase	C00014 + C00030 + C00007 <=> C00192 + C00028 + C00001	1.14.99.39
R00023	hydroxylamine:NAD+ oxidoreductase;	2 C00192 + 2 C00003 <=> C01818 + 2 C00004 + 2 C00080	1.7.1.5
R00022	chitobiose N-acetylglucosaminohydrolase	C01674 + C00001 <=> 2 C00140	3.2.1.52
R00021	L-glutamate:ferredoxin oxidoreductase (transaminating)	2 C00025 + 2 C00139 <=> C00064 + C00026 + 2 C00138 + 2 C00080	1.4.7.1
R09041		C18131 <=> C10793	
R00027	2-hydroxy-1,2-diphenylethanone benzaldehyde-lyase (benzaldehyde-forming)	C01408 <=> 2 C00261	4.1.2.38
R00026	cellobiose glucohydrolase	C00185 + C00001 <=> 2 C00221	3.2.1.21
R00025	ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming)	C18091 + C00007 + C01847 <=> C00084 + C00088 + C00061 + C00001	1.13.12.16
R00024	3-phospho-D-glycerate carboxy-lyase (dimerizing; D-ribulose-1,5-bisphosphate-forming)	C01182 + C00011 + C00001 <=> 2 C00197	4.1.1.39
R06157		G10544 + C00001 <=> G10545 + C00195	3.2.1.123
R09386	ATP:tRNA adenylyltransferase	C19080 + C00002 <=> C19085 + C00013	2.7.7.72
R10769	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoate:CoA ligase (AMP-forming)	C00002 + C20199 + C00010 <=> C00020 + C00013 + C20838	6.2.1.41
R10768	kanamycin-A:carbamoyl-phosphate ligase (AMP,phosphate-forming)	C01822 + C00169 + C00002 + C00001 <=> C20699 + C00020 + C00013 + C00009	6.1.2.2
R10761	hydroperoxyicosatetraenoate hydro-lyase (oxoicosatetraenoate-forming)	C20832 <=> C20833 + C00001	4.2.1.152
R10760	6-deoxy-6-sulfo-D-fructose-1-phosphate 2-hydroxy-3-oxopropane-1-sulfonate-lyase (glycerone-phosphate-forming)	C20831 <=> C00111 + C20798	4.1.2.57
R10763	geranylgeranyl-diphosphate diphosphate-lyase (cyclooctat-9-en-7-ol-forming)	C00353 + C00001 <=> C20834 + C00013	4.2.3.146
R10762	all-trans-pentaprenyl-diphosphate diphosphate-lyase (cyclizing, ophiobolin-F-forming)	C04217 + C00001 <=> C16818 + C00013	4.2.3.145
R10765	6-deoxy-6-sulfo-D-glucopyranose aldose-ketose-isomerase	C20829 <=> C20830	5.3.1.31
R10764	alpha-L-fucopyranose 1-epimerase	C20835 <=> C20836	5.1.3.29
R10767	tobramycin:carbamoyl-phosphate ligase (AMP,phosphate-forming)	C00397 + C00169 + C00002 + C00001 <=> C18001 + C00020 + C00013 + C00009	6.1.2.2
R10766	hydroperoxyicosatetraenoate hydroxymutase	C20832 <=> C20837	5.4.4.7
R09381	acyl-ACP:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase	C00173 + C00681 <=> C00229 + C00416	2.3.1.51
R09380	acyl-ACP:sn-glycerol-3-phosphate 1-O-acyltransferase	C00173 + C00093 <=> C00681 + C00229	2.3.1.15
R08627	acetyl-CoA:6-methylthio-2-oxohexanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)	C17216 + C00024 + C00001 <=> C17218 + C00010	2.3.3.-
R09383	CTP:tRNA cytidylyltransferase	C02211 + C00063 <=> C19078 + C00013	2.7.7.72
R09729	ATP:hygromycin-B 4-O-phosphotransferase	C00002 + C01925 <=> C00008 + C19850	2.7.1.163
R02898	Flavanone lyase (decyclizing)	C00766 <=> C09321	5.5.1.6
R02899	sinapoyl-CoA:D-glucarate O-sinapoyltransferase	C00411 + C00818 <=> C00010 + C02866	2.3.1.131
R02728	beta-D-Glucose 1-phosphate 1,6-phosphomutase	C00663 <=> C01172	5.4.2.6
R02729	5-Formiminotetrahydrofolate:glycine N-formiminotransferase	C00664 + C00037 <=> C00101 + C02718	2.1.2.4
R02726	Steroid,reduced-adrenal-ferredoxin:oxygen oxidoreductase (11-hydroxylating)	2 C00662 + C00377 + C00007 + 2 C00080 <=> C01058 + 2 C00667 + C00001	1.14.15.4
R02727	alpha,alpha-Trehalose:orthophosphate beta-D-glucosyltransferase	C01083 + C00009 <=> C00031 + C00663	2.4.1.64
R02724	Cholesterol,reduced-adrenal-ferredoxin:oxygen oxidoreductase (side-chain-cleaving)	C00187 + 3 C00007 + 6 C00080 + 6 C00662 <=> C02373 + C01953 + 4 C00001 + 6 C00667	1.14.15.6
R02897	UDPglucose:flavanone 7-O-beta-D-glucosyltransferase	C00029 + C00509 <=> C00015 + C09099	2.4.1.185
R02722	L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]	C00065 + C03506 <=> C00078 + C00118 + C00001	4.2.1.20
R02723		C00187 + C00007 + 2 C00662 + 2 C00080 <=> C05502 + C00001 + 2 C00667	1.14.15.6
R02720	XTP pyrophosphohydrolase;	C00700 + C00001 <=> C00655 + C00013	3.6.1.19        3.6.1.66
R02721		C00118 + C00022 <=> C04294	
R07558	beta-carotene,NADH:oxygen 3-oxidoreductase	C02094 + C00004 + C00080 + C00007 <=> C08591 + C00003 + C00001	1.14.13.129
R07559	beta-cryptoxanthin,NADH:oxygen 3'-oxidoreductase	C08591 + C00004 + C00080 + C00007 <=> C06098 + C00003 + C00001	1.14.13.129
R08648	pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)	C00022 + C00109 <=> C06006 + C00011	2.2.1.6
R07552		C05435 <=> C15933	
R07553		C15933 <=> C15935	
R07550		C15919 <=> C15932	
R07551		C15928 <=> C15932	
R07556		C15940 <=> C15941	1.14.13.-
R07557		C15941 <=> C15942	
R07554		C15935 <=> C15937	1.14.13.-
R07555		C05435 <=> C15940	
R08621	3-(2'-methylthio)ethylmalate oxidoreductase (decarboxylating)	C17212 <=> C17211 + C00011	1.1.1.-
R10700	palmitoyl-[acp]:CoA S-palmitoyltransferase	C05764 + C00010 <=> C00154 + C00229	2.3.1.86        2.3.1.-
R02094	ATP:dTMP phosphotransferase	C00002 + C00364 <=> C00008 + C00363	2.7.4.9         2.7.4.12
R02095	dTTP nucleotidohydrolase	C00459 + C00001 <=> C00363 + C00009	3.6.1.5         3.6.1.39
R02096	dTTP:cytidine 5'-phosphotransferase	C00459 + C00475 <=> C00363 + C00055	2.7.1.48
R02097	dTTP:uridine 5'-phosphotransferase	C00459 + C00299 <=> C00363 + C00105	2.7.1.48
R02090	ATP:dGMP phosphotransferase	C00002 + C00362 <=> C00008 + C00361	2.7.4.8         2.7.4.12
R02091	dGTP:cytidine 5'-phosphotransferase	C00286 + C00475 <=> C00361 + C00055	2.7.1.48
R02092	dTDP phosphohydrolase	C00363 + C00001 <=> C00364 + C00009	3.6.1.5
R02093	ATP:dTDP phosphotransferase	C00002 + C00363 <=> C00008 + C00459	2.7.4.6
R02098	ATP:dUMP phosphotransferase	C00002 + C00365 <=> C00008 + C01346	2.7.4.4         2.7.4.9
R02099	ATP:deoxyuridine 5'-phosphotransferase	C00002 + C00526 <=> C00008 + C00365	2.7.1.21
R02609	5beta-Cholestan-3-one:NADP+ 4,5-oxidoreductase	C03091 + C00006 <=> C00599 + C00005 + C00080	1.3.1.3
R06179		G10553 + G10554(n) <=> C04574 + G10554(n+1)	2.4.1.129
R03418	1-alpha-D-Galactosyl-myo-inositol:raffinose galactosyltransferase	C01235 + C00492 <=> C00137 + C01613	2.4.1.67
R03417	L-2-Lysophosphatidylethanolamine aldehydohydrolase	C05973 + C00001 <=> C00162 + C01233	3.1.1.5
R03416	1-Acyl-sn-glycero-3-phosphoethanolamine aldehydohydrolase	C04438 + C00001 <=> C00162 + C01233	3.1.1.5
R03415	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine aldehydohydrolase	C04635 + C00001 <=> C00071 + C01233	3.3.2.5
R06174		G10556 + G10610 <=> G10555 + G10619	2.4.1.227
R06173		G10552 + G10610 <=> G10553 + G10619	2.4.1.227
R06172		G10551 + G10610 <=> G10550 + G10619	2.4.1.227
R03411	S-Adenosyl-L-methionine:unsaturated-phospholipid methyltransferase (cyclizing)	C00019 + C01229 <=> C00021 + C04340	2.1.1.79
R03410	S-Adenosyl-L-methionine:unsaturated-phospholipid methyltransferase (methenylating)	C00019 + C01229 <=> C00021 + C04215	2.1.1.16
R02605	L-2-Amino-4-chloropent-4-enoate chloride-lyase (deaminating)	C04075 + C00001 <=> C00596 + C00698 + C00014	4.5.1.4
R02604	2-hydroxymuconate-semialdehyde formylhydrolase	C00596 + C00058 <=> C00682 + C00001	3.7.1.9
R00319	(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)	C00186 + C00007 <=> C00033 + C00011 + C00001	1.13.12.4
R00318	Phosphonoacetate phosphonohydrolase	C05682 + C00001 <=> C00033 + C00009	3.11.1.2
R10935		C20954 + C00009 + 2 C00001 <=> 2 C00118	4.1.99.21
R05576	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase	C05116 + C00006 <=> C00332 + C00005 + C00080	1.1.1.157
R02606	2,6-dioxo-6-phenylhexa-3-enoate benzoylhydrolase	C01273 + C00001 <=> C00180 + C00596	3.7.1.8
R03549	Gallate:oxygen 3,4-oxidoreductase (decyclizing)	C01424 + C00007 <=> C03671 + C00001	1.13.11.3
R05577	L-Aspartate:tRNA(Asp) ligase (AMP-forming)	C01638 + C00049 + C00002 <=> C02984 + C00013 + C00020	6.1.1.12        6.1.1.23
R05921		G10617 + G00147 <=> G10622 + G00148	2.4.1.-
R09229	muconate cycloisomerase	C04112 <=> C04558	5.5.1.1
R05574	Deisopropylhydroxyatrazine aminohydrolase	C06557 + C00001 <=> C06558 + C00014	3.5.99.-
R02600	isethionate:NADP+ oxidoreductase	C00593 + C00005 + C00080 <=> C05123 + C00006	1.1.1.313
R04827	3-oxo-5alpha-steroid:(acceptor) delta4-oxidoreductase	C17339 + C00030 <=> C05458 + C00028	1.3.99.5
R04826	7alpha-hydroxycholest-4-en-3-one,NADPH:oxygen oxidoreductase(12alpha-hydroxylating)	C05455 + C00080 + C00007 + C00005 <=> C17339 + C00006 + C00001	1.14.13.95
R04825	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific)	C05454 + C00006 <=> C05453 + C00005 + C00080	1.1.1.50
R04824	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NAD+ oxidoreductase (B-specific)	C05454 + C00003 <=> C05453 + C00004 + C00080	1.1.1.50
R04823	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase	C05453 + C00006 <=> C17339 + C00005 + C00080	1.3.1.3
R05923		C00350 + G00140 <=> C00641 + G00141	
R09227		C01606 + C00007 + C00004 + C00080 <=> C18314 + C00003	1.14.12.-
R05572		C06556 + C00001 <=> C06557 + C01327	3.8.1.-
R05922		G10617 + G00148 <=> G10622 + G00149	2.4.1.-
R08056	D-glucarate hydro-lyase	C00818 <=> C03921 + C00001	4.2.1.40
R04829	Urocortisone:NAD+ oxidoreductase (B-specific)	C05470 + C00003 <=> C05469 + C00004 + C00080	1.1.1.50
R05573	2,4-Dihydroxy-6-(N'-ethyl)amino-1,3,5-triazine ethylaminohydrolase	C06558 + C00001 <=> C06554 + C00797	3.5.99.-
R09225	3-methyl-5-oxo-2,5-dihydrofuran-2-acetate delta3-delat2-isomerase	C04558 <=> C18311	5.3.3.-         5.5.1.-
R05570	protein-N(pi)-phosphohistidine:galactitol 1-phosphotransferase	C01697 + C04261 <=> C06311 + C00615	2.7.1.69
R07411	protoheme IX farnesyltransferase	C00032 + C00001 + C00448 <=> C15672 + C00013	2.5.1.-
R09222	dienelactone hydrolase	C18304 + C00001 <=> C18305	3.1.1.45
R05571	Galactitol-1-phosphate:NAD oxidoreductase	C06311 + C00003 <=> C01097 + C00004 + C00080	1.1.1.251
R09223	maleylacetate reductase	C18305 + C00004 + C00080 <=> C18306 + C00003 + C01327	1.3.1.32
R10893	acetyl-CoA:tabtoxinine-beta-lactam N-acetyltransferase	C00024 + C20918 <=> C00010 + C20921	2.3.1.-
